EmpID,ProjectID,DateFrom,DateTo
8432,130,Sun Aug 07 2022 07:33:20 GMT+0300 (Eastern European Summer Time),Mon Oct 16 2023 12:06:22 GMT+0300 (Eastern European Summer Time)
9975,2369,Thu Oct 20 2022 11:28:53 GMT+0300 (Eastern European Summer Time),Wed Feb 15 2023 16:38:19 GMT+0200 (Eastern European Standard Time)
9284,962,Tue May 17 2022 07:36:09 GMT+0300 (Eastern European Summer Time),Thu Jul 20 2023 04:47:23 GMT+0300 (Eastern European Summer Time)
5689,3992,Mon Aug 22 2022 13:49:33 GMT+0300 (Eastern European Summer Time),Sun May 14 2023 14:19:18 GMT+0300 (Eastern European Summer Time)
1535,5598,Sat Jan 21 2023 02:08:40 GMT+0200 (Eastern European Standard Time),Fri Jun 16 2023 08:43:20 GMT+0300 (Eastern European Summer Time)
1063,2697,Fri May 27 2022 03:50:26 GMT+0300 (Eastern European Summer Time),Thu Aug 17 2023 18:03:13 GMT+0300 (Eastern European Summer Time)
4845,8678,Fri Apr 15 2022 01:05:22 GMT+0300 (Eastern European Summer Time),Fri Mar 03 2023 00:27:20 GMT+0200 (Eastern European Standard Time)
5019,9192,Fri Apr 08 2022 18:22:53 GMT+0300 (Eastern European Summer Time),Tue Aug 08 2023 06:44:20 GMT+0300 (Eastern European Summer Time)
2690,6685,Sun Feb 05 2023 05:50:14 GMT+0200 (Eastern European Standard Time),Tue Oct 03 2023 16:09:42 GMT+0300 (Eastern European Summer Time)
8087,1215,Tue Mar 15 2022 13:30:04 GMT+0200 (Eastern European Standard Time),Thu Dec 14 2023 02:55:02 GMT+0200 (Eastern European Standard Time)
1800,997,Sat Dec 24 2022 20:32:00 GMT+0200 (Eastern European Standard Time),Tue Sep 19 2023 01:20:08 GMT+0300 (Eastern European Summer Time)
5492,1585,Thu Jul 28 2022 04:44:57 GMT+0300 (Eastern European Summer Time),Thu Jul 06 2023 21:55:24 GMT+0300 (Eastern European Summer Time)
2495,2686,Wed Dec 07 2022 23:04:07 GMT+0200 (Eastern European Standard Time),Tue Mar 07 2023 13:51:24 GMT+0200 (Eastern European Standard Time)
5988,8412,Fri Jun 24 2022 10:21:07 GMT+0300 (Eastern European Summer Time),Sun Sep 03 2023 12:39:58 GMT+0300 (Eastern European Summer Time)
7022,965,Mon Jan 09 2023 06:51:58 GMT+0200 (Eastern European Standard Time),Fri Feb 24 2023 02:57:20 GMT+0200 (Eastern European Standard Time)
5907,3486,Fri May 20 2022 06:09:52 GMT+0300 (Eastern European Summer Time),Wed Dec 27 2023 23:51:11 GMT+0200 (Eastern European Standard Time)
3138,8354,Fri Apr 08 2022 05:13:38 GMT+0300 (Eastern European Summer Time),Sat Apr 01 2023 19:10:33 GMT+0300 (Eastern European Summer Time)
3001,9475,Sun Jan 01 2023 03:18:51 GMT+0200 (Eastern European Standard Time),Sat Mar 11 2023 02:06:30 GMT+0200 (Eastern European Standard Time)
1467,5151,Fri Sep 16 2022 16:50:25 GMT+0300 (Eastern European Summer Time),Mon Jun 12 2023 16:41:24 GMT+0300 (Eastern European Summer Time)
3591,4065,Wed Mar 09 2022 19:24:25 GMT+0200 (Eastern European Standard Time),Wed Apr 12 2023 11:58:06 GMT+0300 (Eastern European Summer Time)
6686,9246,Mon Dec 26 2022 07:05:42 GMT+0200 (Eastern European Standard Time),Tue Sep 05 2023 17:16:20 GMT+0300 (Eastern European Summer Time)
6619,7144,Thu Jun 02 2022 05:03:31 GMT+0300 (Eastern European Summer Time),Sat May 27 2023 07:45:14 GMT+0300 (Eastern European Summer Time)
2740,1119,Sat Dec 17 2022 05:21:46 GMT+0200 (Eastern European Standard Time),Tue Jun 13 2023 01:24:12 GMT+0300 (Eastern European Summer Time)
3116,264,Tue Apr 26 2022 05:57:27 GMT+0300 (Eastern European Summer Time),Mon Jun 05 2023 21:45:17 GMT+0300 (Eastern European Summer Time)
7597,2403,Wed Jun 08 2022 04:14:37 GMT+0300 (Eastern European Summer Time),Thu Sep 28 2023 13:02:04 GMT+0300 (Eastern European Summer Time)
4993,809,Tue Nov 22 2022 15:38:41 GMT+0200 (Eastern European Standard Time),Wed Mar 08 2023 06:41:29 GMT+0200 (Eastern European Standard Time)
414,1251,Thu Sep 15 2022 10:14:40 GMT+0300 (Eastern European Summer Time),Fri Jun 02 2023 04:22:01 GMT+0300 (Eastern European Summer Time)
316,2238,Sat Jul 23 2022 04:39:24 GMT+0300 (Eastern European Summer Time),Wed Oct 04 2023 13:34:50 GMT+0300 (Eastern European Summer Time)
24,8598,Fri Mar 18 2022 09:19:24 GMT+0200 (Eastern European Standard Time),Mon Nov 20 2023 02:59:41 GMT+0200 (Eastern European Standard Time)
5516,5707,Sat Jun 25 2022 12:39:08 GMT+0300 (Eastern European Summer Time),Fri Apr 21 2023 01:23:01 GMT+0300 (Eastern European Summer Time)
818,9724,Sat Dec 03 2022 16:57:53 GMT+0200 (Eastern European Standard Time),Sat Oct 28 2023 01:31:33 GMT+0300 (Eastern European Summer Time)
8798,7518,Wed May 25 2022 08:55:56 GMT+0300 (Eastern European Summer Time),Wed Aug 09 2023 05:12:07 GMT+0300 (Eastern European Summer Time)
2970,7456,Thu Sep 15 2022 16:24:50 GMT+0300 (Eastern European Summer Time),Wed Feb 07 2024 16:07:23 GMT+0200 (Eastern European Standard Time)
7959,9686,Mon Apr 04 2022 18:43:39 GMT+0300 (Eastern European Summer Time),Sat Sep 02 2023 05:50:12 GMT+0300 (Eastern European Summer Time)
7068,8972,Wed Jul 27 2022 13:40:04 GMT+0300 (Eastern European Summer Time),Sat Feb 03 2024 08:12:56 GMT+0200 (Eastern European Standard Time)
3331,4686,Mon Sep 26 2022 03:40:40 GMT+0300 (Eastern European Summer Time),Sat Jun 10 2023 23:12:36 GMT+0300 (Eastern European Summer Time)
2690,9588,Thu Jan 19 2023 02:12:17 GMT+0200 (Eastern European Standard Time),Fri Sep 29 2023 07:14:52 GMT+0300 (Eastern European Summer Time)
9470,9674,Wed May 25 2022 03:16:08 GMT+0300 (Eastern European Summer Time),Sun Oct 15 2023 09:57:14 GMT+0300 (Eastern European Summer Time)
2592,8034,Thu Oct 06 2022 13:08:08 GMT+0300 (Eastern European Summer Time),Sat Mar 18 2023 14:37:43 GMT+0200 (Eastern European Standard Time)
6202,2776,Fri Dec 09 2022 20:42:09 GMT+0200 (Eastern European Standard Time),Mon Aug 07 2023 23:44:43 GMT+0300 (Eastern European Summer Time)
6475,6037,Sun Jun 05 2022 08:20:39 GMT+0300 (Eastern European Summer Time),Thu Jan 11 2024 02:14:54 GMT+0200 (Eastern European Standard Time)
9603,7533,Mon Aug 29 2022 01:26:05 GMT+0300 (Eastern European Summer Time),Wed Aug 23 2023 13:25:11 GMT+0300 (Eastern European Summer Time)
214,8320,Sun Nov 06 2022 15:08:06 GMT+0200 (Eastern European Standard Time),Wed Jan 03 2024 21:13:50 GMT+0200 (Eastern European Standard Time)
4913,3673,Wed Dec 07 2022 20:57:43 GMT+0200 (Eastern European Standard Time),Sat Mar 25 2023 22:25:21 GMT+0200 (Eastern European Standard Time)
348,7310,Fri Aug 05 2022 23:51:57 GMT+0300 (Eastern European Summer Time),Mon Dec 25 2023 06:39:03 GMT+0200 (Eastern European Standard Time)
5037,6607,Mon Aug 08 2022 15:55:36 GMT+0300 (Eastern European Summer Time),Wed Mar 15 2023 05:40:54 GMT+0200 (Eastern European Standard Time)
6448,8718,Sat Jun 11 2022 09:12:58 GMT+0300 (Eastern European Summer Time),Fri Nov 10 2023 21:59:16 GMT+0200 (Eastern European Standard Time)
7234,967,Mon May 16 2022 19:11:00 GMT+0300 (Eastern European Summer Time),Mon Nov 27 2023 20:15:30 GMT+0200 (Eastern European Standard Time)
392,872,Thu Jan 05 2023 01:52:12 GMT+0200 (Eastern European Standard Time),Wed May 24 2023 23:53:58 GMT+0300 (Eastern European Summer Time)
6520,7372,Mon May 02 2022 13:02:58 GMT+0300 (Eastern European Summer Time),Mon Apr 24 2023 21:53:17 GMT+0300 (Eastern European Summer Time)
5132,415,Sun Jun 19 2022 18:54:02 GMT+0300 (Eastern European Summer Time),Thu Dec 28 2023 20:45:00 GMT+0200 (Eastern European Standard Time)
2674,6805,Sun Feb 05 2023 01:32:35 GMT+0200 (Eastern European Standard Time),Mon Apr 03 2023 08:41:04 GMT+0300 (Eastern European Summer Time)
6127,3266,Sun Jul 24 2022 13:21:54 GMT+0300 (Eastern European Summer Time),Tue Nov 28 2023 20:00:46 GMT+0200 (Eastern European Standard Time)
2932,2969,Mon Mar 14 2022 01:16:16 GMT+0200 (Eastern European Standard Time),Wed May 31 2023 22:06:28 GMT+0300 (Eastern European Summer Time)
2566,3822,Thu Sep 01 2022 07:15:29 GMT+0300 (Eastern European Summer Time),Sun Oct 01 2023 04:55:57 GMT+0300 (Eastern European Summer Time)
9726,4334,Fri Jul 08 2022 07:01:28 GMT+0300 (Eastern European Summer Time),Fri Jul 21 2023 13:50:31 GMT+0300 (Eastern European Summer Time)
1039,8459,Fri Aug 19 2022 22:29:35 GMT+0300 (Eastern European Summer Time),Tue Aug 15 2023 14:55:52 GMT+0300 (Eastern European Summer Time)
1982,372,Tue May 10 2022 02:26:23 GMT+0300 (Eastern European Summer Time),Thu Oct 19 2023 20:59:43 GMT+0300 (Eastern European Summer Time)
3196,5973,Tue Jul 26 2022 09:15:41 GMT+0300 (Eastern European Summer Time),Thu Mar 23 2023 10:24:19 GMT+0200 (Eastern European Standard Time)
6010,8657,Tue Apr 05 2022 14:51:22 GMT+0300 (Eastern European Summer Time),Sat Mar 11 2023 04:07:41 GMT+0200 (Eastern European Standard Time)
8307,6592,Mon Jan 30 2023 20:19:06 GMT+0200 (Eastern European Standard Time),Sun Dec 24 2023 14:52:26 GMT+0200 (Eastern European Standard Time)
3116,11,Mon May 09 2022 18:50:47 GMT+0300 (Eastern European Summer Time),Sat May 20 2023 20:41:52 GMT+0300 (Eastern European Summer Time)
9287,9018,Thu May 19 2022 17:10:08 GMT+0300 (Eastern European Summer Time),Sat Jan 13 2024 07:54:43 GMT+0200 (Eastern European Standard Time)
9958,8628,Mon Aug 01 2022 22:45:31 GMT+0300 (Eastern European Summer Time),Tue Jun 20 2023 09:00:05 GMT+0300 (Eastern European Summer Time)
375,6525,Wed Jun 15 2022 22:23:46 GMT+0300 (Eastern European Summer Time),Fri Jul 07 2023 21:40:01 GMT+0300 (Eastern European Summer Time)
6046,398,Mon Apr 18 2022 20:10:35 GMT+0300 (Eastern European Summer Time),Sat Sep 30 2023 14:16:16 GMT+0300 (Eastern European Summer Time)
1013,1154,Sat Sep 17 2022 21:52:35 GMT+0300 (Eastern European Summer Time),Sat Feb 18 2023 10:24:22 GMT+0200 (Eastern European Standard Time)
1265,7577,Mon Feb 21 2022 12:06:07 GMT+0200 (Eastern European Standard Time),Wed Apr 05 2023 05:11:34 GMT+0300 (Eastern European Summer Time)
6379,9676,Tue May 03 2022 23:41:04 GMT+0300 (Eastern European Summer Time),Mon Dec 04 2023 13:20:14 GMT+0200 (Eastern European Standard Time)
1917,8352,Tue Nov 29 2022 21:06:58 GMT+0200 (Eastern European Standard Time),Fri Sep 22 2023 18:11:58 GMT+0300 (Eastern European Summer Time)
1472,7930,Wed Nov 09 2022 13:47:52 GMT+0200 (Eastern European Standard Time),Tue Apr 18 2023 09:23:36 GMT+0300 (Eastern European Summer Time)
3408,2351,Sun Dec 18 2022 15:26:07 GMT+0200 (Eastern European Standard Time),Tue May 16 2023 22:23:24 GMT+0300 (Eastern European Summer Time)
8859,9149,Sun Dec 04 2022 18:04:42 GMT+0200 (Eastern European Standard Time),Wed Jan 03 2024 04:31:53 GMT+0200 (Eastern European Standard Time)
9812,2373,Mon Mar 14 2022 12:27:09 GMT+0200 (Eastern European Standard Time),Mon Oct 02 2023 11:56:34 GMT+0300 (Eastern European Summer Time)
2249,7844,Fri Aug 05 2022 13:51:24 GMT+0300 (Eastern European Summer Time),Tue May 02 2023 14:21:44 GMT+0300 (Eastern European Summer Time)
7908,9997,Tue Jan 31 2023 13:07:49 GMT+0200 (Eastern European Standard Time),Sun Jan 14 2024 04:53:42 GMT+0200 (Eastern European Standard Time)
9069,1401,Mon Sep 26 2022 20:37:52 GMT+0300 (Eastern European Summer Time),Tue Apr 11 2023 12:31:47 GMT+0300 (Eastern European Summer Time)
5287,5756,Sat Mar 19 2022 22:00:07 GMT+0200 (Eastern European Standard Time),Thu Nov 09 2023 18:17:52 GMT+0200 (Eastern European Standard Time)
6435,3536,Sat May 21 2022 21:23:36 GMT+0300 (Eastern European Summer Time),Thu Dec 07 2023 03:15:09 GMT+0200 (Eastern European Standard Time)
1359,4410,Sun Sep 18 2022 05:06:52 GMT+0300 (Eastern European Summer Time),Sat Aug 05 2023 06:12:57 GMT+0300 (Eastern European Summer Time)
9458,447,Wed May 11 2022 18:50:32 GMT+0300 (Eastern European Summer Time),Fri Feb 24 2023 15:14:46 GMT+0200 (Eastern European Standard Time)
800,6802,Thu Oct 20 2022 23:17:08 GMT+0300 (Eastern European Summer Time),Wed Jun 07 2023 00:01:10 GMT+0300 (Eastern European Summer Time)
8557,1051,Wed Oct 05 2022 11:26:09 GMT+0300 (Eastern European Summer Time),Wed Sep 06 2023 17:06:23 GMT+0300 (Eastern European Summer Time)
8584,5067,Wed Oct 05 2022 22:10:18 GMT+0300 (Eastern European Summer Time),Wed Nov 08 2023 12:32:59 GMT+0200 (Eastern European Standard Time)
4283,6332,Tue May 17 2022 16:31:32 GMT+0300 (Eastern European Summer Time),Wed Jan 03 2024 02:04:38 GMT+0200 (Eastern European Standard Time)
2963,3487,Thu Sep 15 2022 03:00:53 GMT+0300 (Eastern European Summer Time),Tue Mar 14 2023 23:43:16 GMT+0200 (Eastern European Standard Time)
2971,6099,Sat Apr 16 2022 19:00:00 GMT+0300 (Eastern European Summer Time),Wed Jul 26 2023 18:34:41 GMT+0300 (Eastern European Summer Time)
762,2288,Mon Oct 24 2022 03:40:08 GMT+0300 (Eastern European Summer Time),Thu Jun 08 2023 10:51:57 GMT+0300 (Eastern European Summer Time)
7354,3236,Fri Jun 17 2022 18:13:53 GMT+0300 (Eastern European Summer Time),Wed Aug 02 2023 06:44:42 GMT+0300 (Eastern European Summer Time)
2009,9261,Thu Mar 24 2022 13:46:01 GMT+0200 (Eastern European Standard Time),Sat Dec 23 2023 15:33:28 GMT+0200 (Eastern European Standard Time)
3782,9633,Fri Jul 29 2022 09:43:20 GMT+0300 (Eastern European Summer Time),Wed Jan 03 2024 01:15:27 GMT+0200 (Eastern European Standard Time)
8679,4320,Fri Apr 15 2022 10:25:47 GMT+0300 (Eastern European Summer Time),Wed Nov 01 2023 02:39:55 GMT+0200 (Eastern European Standard Time)
2301,8932,Mon Dec 19 2022 17:53:30 GMT+0200 (Eastern European Standard Time),Mon Apr 17 2023 00:02:16 GMT+0300 (Eastern European Summer Time)
2383,5880,Mon Jun 20 2022 01:59:09 GMT+0300 (Eastern European Summer Time),Tue Feb 28 2023 00:35:18 GMT+0200 (Eastern European Standard Time)
5192,1962,Mon Aug 29 2022 19:02:49 GMT+0300 (Eastern European Summer Time),Tue Sep 05 2023 21:06:38 GMT+0300 (Eastern European Summer Time)
6966,4982,Wed Sep 07 2022 15:52:19 GMT+0300 (Eastern European Summer Time),Mon Jul 17 2023 02:26:17 GMT+0300 (Eastern European Summer Time)
7070,742,Fri Nov 11 2022 06:23:17 GMT+0200 (Eastern European Standard Time),Sat Nov 11 2023 19:17:09 GMT+0200 (Eastern European Standard Time)
5883,5504,Mon Oct 03 2022 12:39:06 GMT+0300 (Eastern European Summer Time),Tue Oct 24 2023 05:54:52 GMT+0300 (Eastern European Summer Time)
2472,3285,Sun May 01 2022 08:29:46 GMT+0300 (Eastern European Summer Time),Sat Mar 11 2023 08:06:13 GMT+0200 (Eastern European Standard Time)
3328,4290,Sat Dec 10 2022 11:11:12 GMT+0200 (Eastern European Standard Time),Sun May 07 2023 22:28:25 GMT+0300 (Eastern European Summer Time)
7930,8383,Sat Aug 27 2022 17:51:46 GMT+0300 (Eastern European Summer Time),Fri Feb 24 2023 01:08:23 GMT+0200 (Eastern European Standard Time)
5237,7037,Sun Sep 11 2022 18:01:41 GMT+0300 (Eastern European Summer Time),Sun Feb 12 2023 13:07:32 GMT+0200 (Eastern European Standard Time)
215,1393,Mon Nov 28 2022 05:23:03 GMT+0200 (Eastern European Standard Time),Tue Jul 11 2023 08:22:47 GMT+0300 (Eastern European Summer Time)
4405,1443,Fri Feb 03 2023 08:16:09 GMT+0200 (Eastern European Standard Time),Sun Oct 29 2023 09:05:56 GMT+0200 (Eastern European Standard Time)
7844,3799,Sun Mar 27 2022 02:09:34 GMT+0200 (Eastern European Standard Time),Wed May 10 2023 19:40:00 GMT+0300 (Eastern European Summer Time)
6939,5642,Fri Aug 19 2022 23:29:30 GMT+0300 (Eastern European Summer Time),Fri Jul 14 2023 17:45:19 GMT+0300 (Eastern European Summer Time)
9119,6593,Tue Mar 22 2022 19:32:43 GMT+0200 (Eastern European Standard Time),Fri Aug 11 2023 12:40:12 GMT+0300 (Eastern European Summer Time)
9980,8369,Tue Apr 26 2022 06:49:58 GMT+0300 (Eastern European Summer Time),Wed Apr 12 2023 20:28:00 GMT+0300 (Eastern European Summer Time)
418,1119,Sat Dec 03 2022 12:23:39 GMT+0200 (Eastern European Standard Time),Fri Nov 17 2023 21:47:49 GMT+0200 (Eastern European Standard Time)
1471,6043,Thu Dec 08 2022 22:12:10 GMT+0200 (Eastern European Standard Time),Sun Oct 29 2023 09:21:31 GMT+0200 (Eastern European Standard Time)
445,7096,Fri Jan 20 2023 20:33:20 GMT+0200 (Eastern European Standard Time),Thu Oct 26 2023 04:34:21 GMT+0300 (Eastern European Summer Time)
1710,7221,Tue Sep 27 2022 07:33:24 GMT+0300 (Eastern European Summer Time),Mon Aug 14 2023 01:26:42 GMT+0300 (Eastern European Summer Time)
7244,3848,Fri Feb 25 2022 14:24:49 GMT+0200 (Eastern European Standard Time),Thu Feb 16 2023 04:31:08 GMT+0200 (Eastern European Standard Time)
1907,6871,Mon Feb 28 2022 20:58:34 GMT+0200 (Eastern European Standard Time),Sat Nov 18 2023 07:22:17 GMT+0200 (Eastern European Standard Time)
852,4151,Sun Jul 10 2022 15:43:41 GMT+0300 (Eastern European Summer Time),Wed Aug 30 2023 16:13:02 GMT+0300 (Eastern European Summer Time)
4280,6253,Fri Feb 18 2022 08:08:28 GMT+0200 (Eastern European Standard Time),Mon Aug 07 2023 14:06:38 GMT+0300 (Eastern European Summer Time)
9582,8386,Thu May 19 2022 11:29:35 GMT+0300 (Eastern European Summer Time),Sun Jul 02 2023 01:14:00 GMT+0300 (Eastern European Summer Time)
2847,3674,Mon Jan 23 2023 03:12:19 GMT+0200 (Eastern European Standard Time),Thu Feb 09 2023 21:31:47 GMT+0200 (Eastern European Standard Time)
8014,4381,Fri Oct 14 2022 01:56:51 GMT+0300 (Eastern European Summer Time),Mon Jan 01 2024 23:19:13 GMT+0200 (Eastern European Standard Time)
3571,1711,Wed Aug 31 2022 08:02:46 GMT+0300 (Eastern European Summer Time),Fri Feb 24 2023 13:37:43 GMT+0200 (Eastern European Standard Time)
7451,7509,Tue Oct 04 2022 07:11:59 GMT+0300 (Eastern European Summer Time),Sun Jan 28 2024 06:27:39 GMT+0200 (Eastern European Standard Time)
5566,8026,Wed Aug 03 2022 20:44:35 GMT+0300 (Eastern European Summer Time),Mon May 22 2023 03:13:06 GMT+0300 (Eastern European Summer Time)
3390,2914,Wed May 18 2022 17:49:47 GMT+0300 (Eastern European Summer Time),Mon Jun 12 2023 23:29:35 GMT+0300 (Eastern European Summer Time)
7501,6030,Thu Dec 29 2022 20:16:21 GMT+0200 (Eastern European Standard Time),Fri Dec 01 2023 19:09:44 GMT+0200 (Eastern European Standard Time)
8859,6243,Fri Aug 05 2022 03:55:20 GMT+0300 (Eastern European Summer Time),Wed Jun 07 2023 23:47:23 GMT+0300 (Eastern European Summer Time)
3417,6991,Tue Apr 26 2022 03:46:55 GMT+0300 (Eastern European Summer Time),Mon Jan 29 2024 04:13:19 GMT+0200 (Eastern European Standard Time)
7684,1037,Sun May 01 2022 08:45:56 GMT+0300 (Eastern European Summer Time),Sun Jan 14 2024 05:57:03 GMT+0200 (Eastern European Standard Time)
1134,1185,Thu Mar 24 2022 16:16:09 GMT+0200 (Eastern European Standard Time),Tue Aug 22 2023 11:04:58 GMT+0300 (Eastern European Summer Time)
4495,4323,Fri Dec 16 2022 02:06:39 GMT+0200 (Eastern European Standard Time),Sat Aug 12 2023 22:06:10 GMT+0300 (Eastern European Summer Time)
9723,9410,Tue Jun 28 2022 00:31:38 GMT+0300 (Eastern European Summer Time),Sat Dec 23 2023 21:55:04 GMT+0200 (Eastern European Standard Time)
2544,8084,Tue Jun 14 2022 07:28:54 GMT+0300 (Eastern European Summer Time),Sat Apr 01 2023 10:14:12 GMT+0300 (Eastern European Summer Time)
8501,1888,Thu Jan 26 2023 17:40:59 GMT+0200 (Eastern European Standard Time),Sun Jun 11 2023 15:39:13 GMT+0300 (Eastern European Summer Time)
8217,5214,Sun Jul 24 2022 11:31:05 GMT+0300 (Eastern European Summer Time),Mon Nov 06 2023 05:40:12 GMT+0200 (Eastern European Standard Time)
8769,161,Fri Feb 25 2022 22:24:54 GMT+0200 (Eastern European Standard Time),Wed Apr 05 2023 13:57:41 GMT+0300 (Eastern European Summer Time)
7294,5918,Mon Jun 13 2022 10:12:52 GMT+0300 (Eastern European Summer Time),Sun Jul 09 2023 23:19:58 GMT+0300 (Eastern European Summer Time)
4038,7172,Sun May 08 2022 15:28:59 GMT+0300 (Eastern European Summer Time),Thu Nov 09 2023 09:43:02 GMT+0200 (Eastern European Standard Time)
1491,4374,Thu May 12 2022 18:36:20 GMT+0300 (Eastern European Summer Time),Fri Jun 02 2023 15:12:08 GMT+0300 (Eastern European Summer Time)
